document_id,filename_pdf,pdf_sha256,num_pages,orgao_codigo,orgao_nome,processo,pregão,conlicitacao,etapa,oc_bb_uasg,uf,quadrante,data_publicacao,data_hora_disputa,data_solicitacao,data_agendamento,responsavel,realizado_analise,amostra,catalogo,valor_teto,ticket_medio,meses_garantia,lote,item,nome_real,quantidade,valor_unitario,ampla_concorrencia,produto_cadastrado,garantia,amostra_item,catalogo_item,normas_tecnicas,pagina,fonte,evidencia,match_score,hint_produto
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,1.7.4,"será também aplicado ao licitante que atue em substituição a outra pessoa, física ou jurídica",,,,,,,,,4,pdf_text,"TEXTO p.4 | trecho=""1.8. O impedimento de que trata o item 1.7.4 será também aplicado ao licitante que atue em substituição a outra pessoa, física ou jurídica,""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,1.7.8,se a terceiro que auxilie a condução da contratação na qualidade de integrante de,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""1.13. A vedação de que trata o item 1.7.8 estende-se a terceiro que auxilie a condução da contratação na qualidade de integrante de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,2.11,NÃO possuirá caráter sigiloso para os demais fornecedores e,,,,,,,,,6,pdf_text,"TEXTO p.6 | trecho=""2.11. Desde que disponibilizada a funcionalidade no sistema, o licitante poderá parametrizar o seu valor final mínimo ou o seu percentual""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,5.9.1,"Em caso de fabricação própria a planilha deve constar o valor de aquisição da matéria prima principal do produto, bem i",6,,,,,,,,11,pdf_tabela,"TABELA p.11 | trecho=""5.9.1 Em caso de fabricação própria a planilha deve constar o valor de aquisição da matéria prima principal do produto, bem informação quanto""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,5.8,"lucro. Em caso que seja fabricação própria, a empresa deverá comprovar através de planilha detalhada o custo com a",,,,,,,,,11,pdf_text,"TEXTO p.11 | trecho=""5.8. No caso Aquisição de bens e serviços em geral, é indício de inexequibilidade das propostas valores inferiores a 20% (vinte por cento)""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,19,IV do termo de referência,,,,,,,,,13,pdf_text,"TEXTO p.13 | trecho=""requisito do item 19, IV do termo de referência.""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,7.1,deverão ser enviados quando convocados no prazo de até duas horas,,,,,,,,,13,pdf_text,"TEXTO p.13 | trecho=""6.7.1. Anão observância do disposto no item anterior poderá ensejar desclassificação no momento da habilitação.""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,8.1.3,caracterizará o descumprimento total da obrigação assumida e o,,,,,,,,,16,pdf_text,"TEXTO p.16 | trecho=""infrações dispostas nos itens 8.1.4, 8.1.5, 8.1.6, 8.1.7 e 8.1.8, bem como pelas infrações administrativas previstas nos itens 8.1.1, 8.1.2 e 8.1.3""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,12.1,"O prazo de vigência da ata de registro de preços será de 1 (um) ano e poderá ser prorrogado, por igual período, desde",1,,,,,,,,17,pdf_tabela,"TABELA p.17 | trecho=""12.1 O prazo de vigência da ata de registro de preços será de 1 (um) ano e poderá ser prorrogado, por igual período, desde que comprovado o""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,12.3,Será permitido o registro de fornecedor reserva desde que aceite cotar o objeto em preço igual ao do licitante,4,,,,,,,,17,pdf_tabela,"TABELA p.17 | trecho=""12.3 Será permitido o registro de fornecedor reserva desde que aceite cotar o objeto em preço igual ao do licitante vencedor, assegurada a""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,12.6,"Na hipótese de o preço registrado tornar -se superior ao preço praticado no mercado, por motivo superveniente, o órgão",23,,,,,,,,18,pdf_tabela,"TABELA p.18 | trecho=""12.6 Na hipótese de o preço registrado tornar-se superior ao preço praticado no mercado, por motivo superveniente, o órgão ou a entidade""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,12.8,"O cancelamento dos preços registrados poderá ser realizado pelo gerenciador, em determinada ata de registro de preços",2025,,,,,,,,18,pdf_tabela,"TABELA p.18 | trecho=""12.8 O cancelamento dos preços registrados poderá ser realizado pelo gerenciador, em determinada ata de registro de preços, total ou""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,1.1,O presente ajuste tem por base às disposições constitucionais atinentes à Contratações realizadas pela Administração,2021,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""1.1 O presente ajuste tem por base às disposições constitucionais atinentes à Contratações realizadas pela Administração Pública,""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,4.8.2,As hipóteses de retenção do IR na fonte e deduções na base de cálculo deverão ser informadas nos documentos fiscais,2012,,,,,,,,20,pdf_tabela,"TABELA p.20 | trecho=""4.8.2As hipóteses de retenção do IR na fonte e deduções na base de cálculo deverão ser informadas nos documentos fiscais, bem como as""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,4.8.3,As retenções serão realizadas no momento do pagamento dos valores decorrentes da prestação dos serviços,30,,,,,,,,20,pdf_tabela,"TABELA p.20 | trecho=""4.8.3As retenções serão realizadas no momento do pagamento dos valores decorrentes da prestação dos serviços contratados/fornecimento dos""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,4.20,Será considerada data do pagamento o dia em que constar como emitida a ordem bancária para pagamento. 4.21. O,2021,,,,,,,,21,pdf_tabela,"TABELA p.21 | trecho=""4.20 Será considerada data do pagamento o dia em que constar como emitida a ordem bancária para pagamento.""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,5.1.7,"Adotar as medidas administrativas e legais necessárias à plena execução do contrato, prestando os esclarecimentos e",92,,,,,,,,21,pdf_tabela,"TABELA p.21 | trecho=""5.1.7 Adotar as medidas administrativas e legais necessárias à plena execução do contrato, prestando os esclarecimentos e apoio institucional""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,6.1.9,"Assegurar o cumprimento da legislação referente à proteção de menores, sendo vedada a utilização de mão de obra de",18,,,,,,,,22,pdf_tabela,"TABELA p.22 | trecho=""6.1.9 Assegurar o cumprimento da legislação referente à proteção de menores, sendo vedada a utilização de mão de obra de menores de 16""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,6.1.14,"O descumprimento dos prazos de entrega ou montagem, ou o fornecimento de produtos divergentes das especificações, sujei",2021,,,,,,,,22,pdf_tabela,"TABELA p.22 | trecho=""6.1.14 O descumprimento dos prazos de entrega ou montagem, ou o fornecimento de produtos divergentes das especificações, sujeitará a""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,7.1,Este Contrato não importa em exclusividade na prestação de serviços por parte da CONTRATADA . CLÁUSULA OITAVA,92,,,,,,,,22,pdf_tabela,"TABELA p.22 | trecho=""Item 7.1 - Este Contrato não importa em exclusividade na prestação de serviços por parte da CONTRATADA . CLÁUSULA OITAVA""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,8.1,"O presente Contrato poderá ser rescindido caso haja descumprimento de qualquer de suas cláusulas, bem como diante das",92,,,,,,,,22,pdf_tabela,"TABELA p.22 | trecho=""Item 8.1 - O presente Contrato poderá ser rescindido caso haja descumprimento de qualquer de suas cláusulas, bem como diante das""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.1,"Comete infração administrativa, nos termos da Lei nº 14.133, de 2021, o contratado que",2021,,,,,,,,22,pdf_tabela,"TABELA p.22 | trecho=""9.1Comete infração administrativa, nos termos da Lei nº 14.133, de 2021, o contratado que:""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.2,"Serão aplicadas ao contratado que incorrer nas infrações acima descritas as seguintes sanções: i) Advertência, quando o",2021,,,,,,,,23,pdf_tabela,"TABELA p.23 | trecho=""Item 9.2 - Serão aplicadas ao contratado que incorrer nas infrações acima descritas as seguintes sanções: i) Advertência, quando o""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.3,"A aplicação das sanções previstas neste Contrato não exclui, em hipótese alguma, a obrigação de reparação integral do",2021,,,,,,,,23,pdf_tabela,"TABELA p.23 | trecho=""9.3 A aplicação das sanções previstas neste Contrato não exclui, em hipótese alguma, a obrigação de reparação integral do dano causado ao""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.4,"Todas as sanções previstas neste Contrato poderão ser aplicadas cumulativamente com a multa (art. 156, §7º, da Lei nº",2021,,,,,,,,23,pdf_tabela,"TABELA p.23 | trecho=""Item 9.4 - Todas as sanções previstas neste Contrato poderão ser aplicadas cumulativamente com a multa (art. 156, §7º, da Lei nº""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.5,"Antes da aplicação da multa será facultada a defesa do interessado no prazo de 15 (quinze) dias úteis, contado da data",2021,,,,,,,,23,pdf_tabela,"TABELA p.23 | trecho=""9.5 Antes da aplicação da multa será facultada a defesa do interessado no prazo de 15 (quinze) dias úteis, contado da data de sua""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.6,Se a multa aplicada e as indenizações cabíveis forem superiores ao valor do pagamento eventualmente devido pelo,2021,,,,,,,,23,pdf_tabela,"TABELA p.23 | trecho=""9.6 Se a multa aplicada e as indenizações cabíveis forem superiores ao valor do pagamento eventualmente devido pelo Contratante ao""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.8,A aplicação das sanções realizar -se-á em processo administrativo que assegure o contraditório e a ampla defesa ao,21,,,,,,,,23,pdf_tabela,"TABELA p.23 | trecho=""9.8 A aplicação das sanções realizar-se-á em processo administrativo que assegure o contraditório e a ampla defesa ao Contratado,""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.10,"Os atos previstos como infrações administrativas na Lei nº 14.133, de 2021, ou em outras leis de licitações e contratos",159,,,,,,,,24,pdf_tabela,"TABELA p.24 | trecho=""9.10 Os atos previstos como infrações administrativas na Lei nº 14.133, de 2021, ou em outras leis de licitações e contratos da""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.11,A personalidade jurídica do Contratado poderá ser desconsiderada sempre que utilizada com abuso do direito para,2021,,,,,,,,24,pdf_tabela,"TABELA p.24 | trecho=""9.11 A personalidade jurídica do Contratado poderá ser desconsiderada sempre que utilizada com abuso do direito para facilitar, encobrir""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.12,"O Contratante deverá, no prazo máximo 15 (quinze) dias úteis, contado da data de aplicação da sanção, informar e manter",2021,,,,,,,,24,pdf_tabela,"TABELA p.24 | trecho=""9.12 O Contratante deverá, no prazo máximo 15 (quinze) dias úteis, contado da data de aplicação da sanção, informar e manter""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.13,As sanções de impedimento de licitar e contratar e declaração de inidoneidade para licitar ou contratar são passíveis,21,,,,,,,,24,pdf_tabela,"TABELA p.24 | trecho=""9.13 As sanções de impedimento de licitar e contratar e declaração de inidoneidade para licitar ou contratar são passíveis de reabilitação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.14,"Os débitos do contratado para com a Administração contratante, resultantes de multa administrativa e/ou indenizações",92,,,,,,,,24,pdf_tabela,"TABELA p.24 | trecho=""9,14 Os débitos do contratado para com a Administração contratante, resultantes de multa administrativa e/ou indenizações, não inscritos""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,10.1,O objeto da presente licitação deverá ser fornecido estritamente conforme as especificações técnicas constantes do item,2021,,,,,,,,24,pdf_tabela,"TABELA p.24 | trecho=""10.1 O objeto da presente licitação deverá ser fornecido estritamente conforme as especificações técnicas constantes do item 1.2 deste""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,1.2,deste,,,,,,,,,24,pdf_text,"TEXTO p.24 | trecho=""em dívida ativa, poderão ser compensados, total ou parcialmente, com os créditos devidos pelo referido órgão decorrentes deste mesmo""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,10.6,"A garantia mínima de doze meses deverá constar expressamente na proposta da licitante, sendo obrigatória para todos os",92,,,,,,,,25,pdf_tabela,"TABELA p.25 | trecho=""10.6 A garantia mínima de doze meses deverá constar expressamente na proposta da licitante, sendo obrigatória para todos os itens""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,11.1,A despesa decorrente da presente contratação correrão á contra de recursos específicos consignados na seguinte Rubrica,92,,,,,,,,25,pdf_tabela,"TABELA p.25 | trecho=""11.1 A despesa decorrente da presente contratação correrão á contra de recursos específicos consignados na seguinte Rubrica Orçamentaria:""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,13.1,"Eventuais alterações contratuais reger-se-ão pela disciplina dos arts. 124 e seguintes da Lei nº 14.133, de 2021",2021,,,,,,,,25,pdf_tabela,"TABELA p.25 | trecho=""13.1 Eventuais alterações contratuais reger-se-ão pela disciplina dos arts. 124 e seguintes da Lei nº 14.133, de 2021.""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,13.2,"O contratado é obrigado a aceitar, nas mesmas condições contratuais, os acréscimos ou supressões que se fizerem",25,,,,,,,,25,pdf_tabela,"TABELA p.25 | trecho=""13.2 O contratado é obrigado a aceitar, nas mesmas condições contratuais, os acréscimos ou supressões que se fizerem necessários, até""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,13.3,"Registros que não caracterizam alteração do contrato podem ser realizados por simples apostila, dispensada a celebração",2021,,,,,,,,25,pdf_tabela,"TABELA p.25 | trecho=""13.3 Registros que não caracterizam alteração do contrato podem ser realizados por simples apostila, dispensada a celebração de termo""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,15.2,Os dados obtidos somente poderão ser utilizados para as finalidades que justificaram seu acesso e de acordo com a boa,6,,,,,,,,25,pdf_tabela,"TABELA p.25 | trecho=""15.2 Os dados obtidos somente poderão ser utilizados para as finalidades que justificaram seu acesso e de acordo com a boa-fé e com os""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,5.2,deverá ser assinado no prazo de validade da ata de registro de preços,,,,,,,,,28,pdf_text,"TEXTO p.28 | trecho=""5.2. A contratação com os fornecedores registrados na ata será formalizada pelo órgão ou pela entidade interessada por intermédio de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,5.4.2,tem por objeti vo a formação de cadastro de reserva para o caso de impossibilidade de,,,,,,,,,28,pdf_text,"TEXTO p.28 | trecho=""5.5. O registro a que se refere o item 5.4.2 tem por objetivo a formação de cadastro de reserva para o caso de impossibilidade de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9,5.7.2. Quando houver o cancelamento do registro do licitante ou do registro de preços nas hipóteses previstas no item 9.,,,,,,,,,28,pdf_text,"TEXTO p.28 | trecho=""5.7.2. Quando houver o cancelamento do registro do licitante ou do registro de preços nas hipóteses previstas no item 9.""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,5.7,"remanescentes do cadastro de reserva, na ordem de classificação, para fazê- lo em igual prazo e nas condições propostas",,,,,,,,,28,pdf_text,"TEXTO p.28 | trecho=""5.7. A habilitação dos licitantes que comporão o cadastro de reserva a que somente será efetuada quando houver necessidade de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,5.4.2.1,"observados o valor estimado e sua eventual atualização nos termos do edital, poderá",,,,,,,,,29,pdf_text,"TEXTO p.29 | trecho=""5.12. Na hipótese de nenhum dos licitantes que trata o item 5.4.2.1, aceitar a contratação nos termos do item anterior, a Administração,""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.1,"sem prejuízo das sanções previstas na Lei nº 14.133, de 2021, e na legislação aplicável",,,,,,,,,29,pdf_text,"TEXTO p.29 | trecho=""registro, nos termos do item 9.1, sem prejuízo das sanções previstas na Lei nº 14.133, de 2021, e na legislação aplicável.""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,5.7,"cadastro de reserva, na ordem de classificação, para verificar se aceitam manter seus preços registrados, observado o disposto no item 5.7.",,,,,,,,,30,pdf_text,"TEXTO p.30 | trecho=""cadastro de reserva, na ordem de classificação, para verificar se aceitam manter seus preços registrados, observado o disposto no item 5.7.""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.4,e adotará as medidas cabíveis para a obtenção da contratação mais vantajosa,,,,,,,,,30,pdf_text,"TEXTO p.30 | trecho=""nos termos do item 9.4, e adotará as medidas cabíveis para a obtenção da contratação mais vantajosa.""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,7.2,e,,,,,,,,,30,pdf_text,"TEXTO p.30 | trecho=""7.2.3. Na hipótese de cancelamento do registro do fornecedor, nos termos do item anterior, o gerenciador convocará os fornecedores do""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,7.2.1,"o órgão ou enti dade gerenciadora atualizará o preço registrado, de acordo com a realidade dos valores praticados pelo",,,,,,,,,30,pdf_text,"TEXTO p.30 | trecho=""no item 7.2.1, o órgão ou entidade gerenciadora atualizará o preço registrado, de acordo com a realidade dos valores praticados pelo""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,8.2,a distribuição das quantidades para a execução descentralizada será por meio do,,,,,,,,,30,pdf_text,"TEXTO p.30 | trecho=""8.2. O órgão ou entidade gerenciadora que tiver estimado as quantidades que pretende contratar será considerado participante para efeito""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.1,será formalizado por despacho do órgão ou da entidade,,,,,,,,,30,pdf_text,"TEXTO p.30 | trecho=""9.1.1.Descumprir as condições da ata de registro de preços, sem motivo justificado;""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,9.1,dada a,,,,,,,,,31,pdf_text,"TEXTO p.31 | trecho=""10.3. O órgão ou entidade participante deverá comunicar ao órgão gerenciador qualquer das ocorrências previstas no item 9.1, dada a""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,4.1,"poderá ser desclassificado quando se o requerente da adesão atender o art. 86, 2§, I, II e III da Lei Federal",,,,,,,,,31,pdf_text,"TEXTO p.31 | trecho=""9.4.1.Por razão de interesse público;""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,1.1,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES, PARA ATENDER AS DEMANDAS",8,"R$ 9,92",,,,,,,33,pdf_tabela,"TABELA p.33 | trecho=""Item 1.1 - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES, PARA ATENDER AS DEMANDAS""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,2,AR CONDICIONADO SPLIT 12.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 12.000 BTUS,72,"R$ 3.069,05",,,,,,,33,pdf_tabela,"TABELA p.33 | trecho=""Item 2 - AR CONDICIONADO SPLIT 12.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 12.000 BTUS""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,3,AR CONDICIONADO SPLIT 12.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 12.000 BTUS,18,"R$ 3.069,05",,,,,,,33,pdf_tabela,"TABELA p.33 | trecho=""Item 3 - AR CONDICIONADO SPLIT 12.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 12.000 BTUS""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,4,DE AR APARELHO DE AR,34,"R$ 4.767,94",,,,,,,33,pdf_tabela,"TABELA p.33 | trecho=""Item 4 - DE AR APARELHO DE AR""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,1.2,"DOS ITENS ITEM OBJETO DESCRIÇÃO UND QUANT TOTAL V. UNIT CONCORRÊNCIA 1 ALMOFADA LAVAVEL ALMOFADA, REVESTIDA COM",12,"R$ 3.069,05",,,,,,,33,pdf_tabela,"TABELA p.33 | trecho=""Item 1.2 - DOS ITENS ITEM OBJETO DESCRIÇÃO UND QUANT TOTAL V. UNIT CONCORRÊNCIA 1 ALMOFADA LAVAVEL ALMOFADA, REVESTIDA COM""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,18.000,BTUS CONDICIONADO SPLIT 18.000 BTUS,9,"R$ 4.767,94",,,,,,,34,pdf_tabela,"TABELA p.34 | trecho=""Item 18.000 - BTUS CONDICIONADO SPLIT 18.000 BTUS""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,6,AR CONDICIONADO SPLIT 22.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 22.000 BTUS,40,"R$ 4.415,06",,,,,,,34,pdf_tabela,"TABELA p.34 | trecho=""Item 6 - AR CONDICIONADO SPLIT 22.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 22.000 BTUS""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,7,AR CONDICIONADO SPLIT 22.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 22.000 BTUS,10,"R$ 4.415,06",,,,,,,34,pdf_tabela,"TABELA p.34 | trecho=""Item 7 - AR CONDICIONADO SPLIT 22.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 22.000 BTUS""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,8,AR CONDICIONADO SPLIT 36.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 36.000 BTUS,18,"R$ 12.542,40",,,,,,,34,pdf_tabela,"TABELA p.34 | trecho=""Item 8 - AR CONDICIONADO SPLIT 36.000 BTUS APARELHO DE AR CONDICIONADO SPLIT 36.000 BTUS""",0,
