document_id,filename_pdf,pdf_sha256,num_pages,orgao_codigo,orgao_nome,processo,pregão,conlicitacao,etapa,oc_bb_uasg,uf,quadrante,data_publicacao,data_hora_disputa,data_solicitacao,data_agendamento,responsavel,realizado_analise,amostra,catalogo,valor_teto,ticket_medio,meses_garantia,lote,item,nome_real,quantidade,valor_unitario,ampla_concorrencia,produto_cadastrado,garantia,amostra_item,catalogo_item,normas_tecnicas,pagina,fonte,evidencia,match_score,hint_produto
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,76,"FOGÃO INDUSTRIAL 06 BOCAS COM FORNO Fogão industrial couraçado com 06 bocas e forno acoplado , equipado com queimadores",4,"R$ 5.168,33",,,,,,,58,pdf_tabela,"TABELA p.58 | trecho=""Item 76 - FOGÃO INDUSTRIAL 06 BOCAS COM FORNO Fogão industrial couraçado com 06 bocas e forno acoplado , equipado com queimadores""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,77,"FORNO ELÉTRICO DE BANCADA 50 L Forno elétrico de bancada com capacidade mínima de 50 litros, equipado com termostato",3,"R$ 882,66",,,,,,,58,pdf_tabela,"TABELA p.58 | trecho=""Item 77 - FORNO ELÉTRICO DE BANCADA 50 L Forno elétrico de bancada com capacidade mínima de 50 litros, equipado com termostato""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,06,"BOCAS COM FORNO Fogão industrial couraçado com 06 bocas e forno acoplado , equipado com queimadores frontais de chama",3,"R$ 882,66",,,,,,,58,pdf_tabela,"TABELA p.58 | trecho=""Item 06 - BOCAS COM FORNO Fogão industrial couraçado com 06 bocas e forno acoplado , equipado com queimadores frontais de chama""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,78,"FORNO MICRO-ONDAS 27 LITROS Forno micro -ondas com capacidade aproximada de 27 litros , equipado com painel digital",5,"R$ 1.349,66",,,,,,,59,pdf_tabela,"TABELA p.59 | trecho=""Item 78 - FORNO MICRO-ONDAS 27 LITROS Forno micro -ondas com capacidade aproximada de 27 litros , equipado com painel digital""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,79,"FRAGMENTADORA DE PAPEL 130 FOLHAS Fragmentadora de papel com alimentação automática, capacidade para fragmentar até 130",26,"R$ 3.013,33",,,,,,,59,pdf_tabela,"TABELA p.59 | trecho=""Item 79 - FRAGMENTADORA DE PAPEL 130 FOLHAS Fragmentadora de papel com alimentação automática, capacidade para fragmentar até 130""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,80,"FRAGMENTADORA DE PAPEL 130 FOLHAS Fragmentadora de papel com alimentação automática, capacidade para fragmentar até 130",7,"R$ 3.013,33",,,,,,,59,pdf_tabela,"TABELA p.59 | trecho=""Item 80 - FRAGMENTADORA DE PAPEL 130 FOLHAS Fragmentadora de papel com alimentação automática, capacidade para fragmentar até 130""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,81,"FREEZER HORIZONTAL 1 PORTA 305 LITROS Freezer horizontal com capacidade mínima de 305 litros, 1 porta com vedação",8,"R$ 4.450,00",,,,,,,59,pdf_tabela,"TABELA p.59 | trecho=""Item 81 - FREEZER HORIZONTAL 1 PORTA 305 LITROS Freezer horizontal com capacidade mínima de 305 litros, 1 porta com vedação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,27,"LITROS Forno micro -ondas com capacidade aproximada de 27 litros , equipado com painel digital, teclas de pré",81,,,,,,,,59,pdf_tabela,"TABELA p.59 | trecho=""Item 27 - LITROS Forno micro -ondas com capacidade aproximada de 27 litros , equipado com painel digital, teclas de pré""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,3,05,"LITROS Freezer horizontal com capacidade mínima de 305 litros, 1 porta com vedação reforçada e controle eletrônico de",8,"R$ 4.450,00",,,,,,,59,pdf_tabela,"TABELA p.59 | trecho=""Item 05 - LITROS Freezer horizontal com capacidade mínima de 305 litros, 1 porta com vedação reforçada e controle eletrônico de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,82,"FREEZER HORIZONTAL 1 PORTA 220 LITROS Freezer horizontal com capacidade mínima de 220 litros, 1 porta com vedação",1,"R$ 2.069,00",,,,,,,60,pdf_tabela,"TABELA p.60 | trecho=""Item 82 - FREEZER HORIZONTAL 1 PORTA 220 LITROS Freezer horizontal com capacidade mínima de 220 litros, 1 porta com vedação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,83,"FREEZER HORIZONTAL 1 PORTA 310 LITROS Freezer horizontal com capacidade mínima de 310 litros, 1 porta com vedação",2,"R$ 4.791,65",,,,,,,60,pdf_tabela,"TABELA p.60 | trecho=""Item 83 - FREEZER HORIZONTAL 1 PORTA 310 LITROS Freezer horizontal com capacidade mínima de 310 litros, 1 porta com vedação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,84,"FREEZER HORIZONTAL 1 PORTA 314 LITROS Freezer horizontal com capacidade mínima de 314 litros, 1 porta com vedação",1,"R$ 3.948,79",,,,,,,60,pdf_tabela,"TABELA p.60 | trecho=""Item 84 - FREEZER HORIZONTAL 1 PORTA 314 LITROS Freezer horizontal com capacidade mínima de 314 litros, 1 porta com vedação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,2,20,"LITROS Freezer horizontal com capacidade mínima de 220 litros, 1 porta com vedação reforçada e controle eletrônico de",83,,,,,,,,60,pdf_tabela,"TABELA p.60 | trecho=""Item 20 - LITROS Freezer horizontal com capacidade mínima de 220 litros, 1 porta com vedação reforçada e controle eletrônico de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,3,10,"LITROS Freezer horizontal com capacidade mínima de 310 litros, 1 porta com vedação reforçada e controle eletrônico de",84,,,,,,,,60,pdf_tabela,"TABELA p.60 | trecho=""Item 10 - LITROS Freezer horizontal com capacidade mínima de 310 litros, 1 porta com vedação reforçada e controle eletrônico de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,3,14,"LITROS Freezer horizontal com capacidade mínima de 314 litros, 1 porta com vedação reforçada e controle eletrônico de",1,"R$ 3.948,79",,,,,,,60,pdf_tabela,"TABELA p.60 | trecho=""Item 14 - LITROS Freezer horizontal com capacidade mínima de 314 litros, 1 porta com vedação reforçada e controle eletrônico de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,85,"FREEZER HORIZONTAL 2 PORTAS 405 LITROS Freezer horizontal com capacidade mínima de 405 litros , 2 portas com vedação",12,"R$ 5.565,00",,,,,,,61,pdf_tabela,"TABELA p.61 | trecho=""Item 85 - FREEZER HORIZONTAL 2 PORTAS 405 LITROS Freezer horizontal com capacidade mínima de 405 litros , 2 portas com vedação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,86,"FREEZER HORIZONTAL 2 PORTAS 530 LITROS Freezer horizontal com capacidade mínima de 530 litros , 2 portas com vedação",10,"R$ 6.564,35",,,,,,,61,pdf_tabela,"TABELA p.61 | trecho=""Item 86 - FREEZER HORIZONTAL 2 PORTAS 530 LITROS Freezer horizontal com capacidade mínima de 530 litros , 2 portas com vedação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,87,"FREEZER HORIZONTAL 2 PORTAS 320 LITROS Freezer horizontal com capacidade mínima de 320 litros , 2 portas com vedação",2,"R$ 4.232,67",,,,,,,61,pdf_tabela,"TABELA p.61 | trecho=""Item 87 - FREEZER HORIZONTAL 2 PORTAS 320 LITROS Freezer horizontal com capacidade mínima de 320 litros , 2 portas com vedação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,88,"FREEZER HORIZONTAL 2 PORTAS 519 LITROS Freezer horizontal com capacidade mínima de 519 litros , 2 portas com vedação",3,"R$ 5.826,13",,,,,,,61,pdf_tabela,"TABELA p.61 | trecho=""Item 88 - FREEZER HORIZONTAL 2 PORTAS 519 LITROS Freezer horizontal com capacidade mínima de 519 litros , 2 portas com vedação""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,89,"FREEZER VERTICAL 246 LITROS Freezer vertical com capacidade mínima de 246 litros , equipado com controle eletrônico de",3,"R$ 4.066,67",,,,,,,62,pdf_tabela,"TABELA p.62 | trecho=""Item 89 - FREEZER VERTICAL 246 LITROS Freezer vertical com capacidade mínima de 246 litros , equipado com controle eletrônico de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,90,"GABINETE PADRÃO ATX Gabinete padrão ATX , compatível com placas-mãe ATX e MicroATX , confeccionado em aço de alta",83,"R$ 186,33",,,,,,,62,pdf_tabela,"TABELA p.62 | trecho=""Item 90 - GABINETE PADRÃO ATX Gabinete padrão ATX , compatível com placas-mãe ATX e MicroATX , confeccionado em aço de alta""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,91,"GABINETE MID TOWER Gabinete padrão Mid Tower , compatível com placas- mãe ATX, MicroATX e Mini-ITX, confeccionado em",83,"R$ 295,00",,,,,,,62,pdf_tabela,"TABELA p.62 | trecho=""Item 91 - GABINETE MID TOWER Gabinete padrão Mid Tower , compatível com placas- mãe ATX, MicroATX e Mini-ITX, confeccionado em""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,2,46,"LITROS Freezer vertical com capacidade mínima de 246 litros , equipado com controle eletrônico de temperatura com faixa",91,"R$ 295,00",,,,,,,62,pdf_tabela,"TABELA p.62 | trecho=""Item 46 - LITROS Freezer vertical com capacidade mínima de 246 litros , equipado com controle eletrônico de temperatura com faixa""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,92,GAVETEIRO PARA ESCRITÓRIO EM MDF COM 4 GAVETAS E RODÍZIOS Gaveteiro para escritório confeccionado em MDF de alta,29,"R$ 942,61",,,,,,,63,pdf_tabela,"TABELA p.63 | trecho=""Item 92 - GAVETEIRO PARA ESCRITÓRIO EM MDF COM 4 GAVETAS E RODÍZIOS Gaveteiro para escritório confeccionado em MDF de alta""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,93,GELADEIRA 450 L C/2 PORTAS FROST FREE GELADEIRA 450 L C/2 PORTAS FROST FREE,18,"R$ 6.032,67",,,,,,,63,pdf_tabela,"TABELA p.63 | trecho=""Item 93 - GELADEIRA 450 L C/2 PORTAS FROST FREE GELADEIRA 450 L C/2 PORTAS FROST FREE""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,94,GELADEIRA 450 L C/2 PORTAS FROST FREE GELADEIRA 450 L C/2 PORTAS FROST FREE,5,"R$ 6.032,67",,,,,,,63,pdf_tabela,"TABELA p.63 | trecho=""Item 94 - GELADEIRA 450 L C/2 PORTAS FROST FREE GELADEIRA 450 L C/2 PORTAS FROST FREE""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,95,"GELADEIRA FROST FREE 420 LITROS DUPLEX Geladeira frost free com capacidade mínima de 420 litros, modelo duplex com",14,"R$ 5.317,41",,,,,,,63,pdf_tabela,"TABELA p.63 | trecho=""Item 95 - GELADEIRA FROST FREE 420 LITROS DUPLEX Geladeira frost free com capacidade mínima de 420 litros, modelo duplex com""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,96,"GELADEIRA FROST FREE 420 LITROS DUPLEX Geladeira frost free com capacidade mínima de 420 litros, modelo duplex com",4,"R$ 5.317,41",,,,,,,64,pdf_tabela,"TABELA p.64 | trecho=""Item 96 - GELADEIRA FROST FREE 420 LITROS DUPLEX Geladeira frost free com capacidade mínima de 420 litros, modelo duplex com""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,97,"GELADEIRA FROST FREE 553 LITROS DUPLEX Geladeira frost free com capacidade mínima de 553 litros, modelo duplex com",12,"R$ 10.094,36",,,,,,,64,pdf_tabela,"TABELA p.64 | trecho=""Item 97 - GELADEIRA FROST FREE 553 LITROS DUPLEX Geladeira frost free com capacidade mínima de 553 litros, modelo duplex com""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,98,"GELADEIRA FROST FREE 553 LITROS DUPLEX Geladeira frost free com capacidade mínima de 553 litros, modelo duplex com",3,"R$ 10.094,36",,,,,,,64,pdf_tabela,"TABELA p.64 | trecho=""Item 98 - GELADEIRA FROST FREE 553 LITROS DUPLEX Geladeira frost free com capacidade mínima de 553 litros, modelo duplex com""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,99,"GELADEIRA FROST FREE 400 LITROS DUPLEX Geladeira frost free com capacidade mínima de 400 litros, modelo duplex com",13,"R$ 5.544,84",,,,,,,64,pdf_tabela,"TABELA p.64 | trecho=""Item 99 - GELADEIRA FROST FREE 400 LITROS DUPLEX Geladeira frost free com capacidade mínima de 400 litros, modelo duplex com""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,00,"GELADEIRA FROST FREE 400 LITROS DUPLEX Geladeira frost free com capacidade mínima de 400 litros, modelo duplex com",3,"R$ 5.544,84",,,,,,,65,pdf_tabela,"TABELA p.65 | trecho=""Item 00 - GELADEIRA FROST FREE 400 LITROS DUPLEX Geladeira frost free com capacidade mínima de 400 litros, modelo duplex com""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,01,GUARDA-LOUÇAS EM CHAPA DE ALUMÍNIO LUMINADO COM PRATELEIRAS FIXA Guarda-louças confeccionado em chapa de alumínio,24,"R$ 1.491,53",,,,,,,65,pdf_tabela,"TABELA p.65 | trecho=""Item 01 - GUARDA-LOUÇAS EM CHAPA DE ALUMÍNIO LUMINADO COM PRATELEIRAS FIXA Guarda-louças confeccionado em chapa de alumínio""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,02,"IMPRESSORA MULTIFUNCIONAL Impressora multifuncional laser monocromática com funções de impressão, cópia e digitalização",38,"R$ 4.627,20",,,,,,,65,pdf_tabela,"TABELA p.65 | trecho=""Item 02 - IMPRESSORA MULTIFUNCIONAL Impressora multifuncional laser monocromática com funções de impressão, cópia e digitalização""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,12,"meses. 103 IMPRESSORA MULTIFUNCIONAL Impressora multifuncional laser monocromática com funções de impressão, cópia e",5512,"R$ 4.627,20",,,,,,,66,pdf_tabela,"TABELA p.66 | trecho=""Item 12 - meses. 103 IMPRESSORA MULTIFUNCIONAL Impressora multifuncional laser monocromática com funções de impressão, cópia e""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,04,IMPRESSORA MULTIFUNCIONAL JATO DE TINTA COLORIDA COM SISTEMA TANQUE DE TINTA IMPRESSORA MULTIFUNCIONAL JATO DE TINTA,44,"R$ 1.587,00",,,,,,,66,pdf_tabela,"TABELA p.66 | trecho=""Item 04 - IMPRESSORA MULTIFUNCIONAL JATO DE TINTA COLORIDA COM SISTEMA TANQUE DE TINTA IMPRESSORA MULTIFUNCIONAL JATO DE TINTA""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,05,IMPRESSORA MULTIFUNCIONAL IMPRESSORA MULTIFUNCIONAL LASER MONOCROMÁTICA COM,34,"R$ 5.616,41",,,,,,,66,pdf_tabela,"TABELA p.66 | trecho=""Item 05 - IMPRESSORA MULTIFUNCIONAL IMPRESSORA MULTIFUNCIONAL LASER MONOCROMÁTICA COM""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,40,"folhas. Deve possuir painel LCD para configuração, baixo consumo de energia, classificação ENCE “A”, Selo Procel",8,"R$ 5.616,41",,,,,,,67,pdf_tabela,"TABELA p.67 | trecho=""Item 40 - folhas. Deve possuir painel LCD para configuração, baixo consumo de energia, classificação ENCE “A”, Selo Procel""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,07,IMPRESSORA MULTIFUNCIONAL TANQUE DE TINTA COM WIRELESS IMPRESSORA MULTIFUNCIONAL TANQUE DE TINTA COM WIRELESS,66,"R$ 2.879,08",,,,,,,67,pdf_tabela,"TABELA p.67 | trecho=""Item 07 - IMPRESSORA MULTIFUNCIONAL TANQUE DE TINTA COM WIRELESS IMPRESSORA MULTIFUNCIONAL TANQUE DE TINTA COM WIRELESS""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,24,00,"dpi , baixo consumo de energia, classificação ENCE “A” , Selo Procel obrigatório e garantia mínima de 12 meses. 108",17,"R$ 2.879,08",,,,,,,68,pdf_tabela,"TABELA p.68 | trecho=""Item 00 - dpi , baixo consumo de energia, classificação ENCE “A” , Selo Procel obrigatório e garantia mínima de 12 meses. 108""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,09,"JOGO DE MESA PLÁSTICA INFANTIL COM 4 CADEIRAS Jogo infantil composto por 1 mesa e 4 cadeiras , confeccionados em",26,"R$ 862,67",,,,,,,68,pdf_tabela,"TABELA p.68 | trecho=""Item 09 - JOGO DE MESA PLÁSTICA INFANTIL COM 4 CADEIRAS Jogo infantil composto por 1 mesa e 4 cadeiras , confeccionados em""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,10,KIT CAMERA DE SEGURANÇA,8,"R$ 5.137,26",,,,,,,68,pdf_tabela,"TABELA p.68 | trecho=""Item 10 - KIT CAMERA DE SEGURANÇA""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,11,KIT CAMERA DE SEGURANÇA,8,"R$ 5.137,26",,,,,,,69,pdf_tabela,"TABELA p.69 | trecho=""Item 11 - KIT CAMERA DE SEGURANÇA""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,12,"KIT CAIXA DE SOM ATIVA E PASSIVA COM TRIPÉ E CABO Kit composto por caixa de som ativa e passiva, com potência mínima de",23,"R$ 3.063,67",,,,,,,70,pdf_tabela,"TABELA p.70 | trecho=""Item 12 - KIT CAIXA DE SOM ATIVA E PASSIVA COM TRIPÉ E CABO Kit composto por caixa de som ativa e passiva, com potência mínima de""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,13,"KIT COZINHA 5 PTS, 2 GAV, EM AÇO. KIT COZINHA 5 PTS, 2 GAV, EM AÇO",10,"R$ 1.625,65",,,,,,,70,pdf_tabela,"TABELA p.70 | trecho=""Item 13 - KIT COZINHA 5 PTS, 2 GAV, EM AÇO. KIT COZINHA 5 PTS, 2 GAV, EM AÇO""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,14,LAVADORA 12 KG LAVADORA 12 KG GABINETE METÁLICO CESTO INÓX,15,"R$ 3.821,05",,,,,,,70,pdf_tabela,"TABELA p.70 | trecho=""Item 14 - LAVADORA 12 KG LAVADORA 12 KG GABINETE METÁLICO CESTO INÓX""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,2,50,"W RMS , equipada com amplificador analógico de 150 W a",150,,,,,,,,70,pdf_tabela,"TABELA p.70 | trecho=""Item 50 - W RMS , equipada com amplificador analógico de 150 W a""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,51,"Ohms e 100 W a 8 Ohms , com entradas Bluetooth, USB, SD e auxiliar (P 2/RCA) . Deve incluir tripé de sustentação e",23,"R$ 3.063,67",,,,,,,70,pdf_tabela,"TABELA p.70 | trecho=""Item 51 - Ohms e 100 W a 8 Ohms , com entradas Bluetooth, USB, SD e auxiliar (P 2/RCA) . Deve incluir tripé de sustentação e""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,,52,"GAV, EM AÇO. KIT COZINHA 5 PTS, 2 GAV, EM AÇO",12,"R$ 3.821,05",,,,,,,70,pdf_tabela,"TABELA p.70 | trecho=""Item 52 - GAV, EM AÇO. KIT COZINHA 5 PTS, 2 GAV, EM AÇO""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,15,"LIQUIDIFICADOR 2,7 LTS LIQUIDIFICADOR 2,7 LTS 900 W COM FILTRO 4 VELOCIDADES",16,"R$ 801,38",,,,,,,71,pdf_tabela,"TABELA p.71 | trecho=""Item 15 - LIQUIDIFICADOR 2,7 LTS LIQUIDIFICADOR 2,7 LTS 900 W COM FILTRO 4 VELOCIDADES""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,16,"LIQUIDIFICADOR 2,9 LTS LIQUIDIFICADOR 2,9 LTS 1.000 W COM FILTRO 9 VEP",15,"R$ 467,00",,,,,,,71,pdf_tabela,"TABELA p.71 | trecho=""Item 16 - LIQUIDIFICADOR 2,9 LTS LIQUIDIFICADOR 2,9 LTS 1.000 W COM FILTRO 9 VEP""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,17,LIQUIDIFICADOR 2 LTS LIQUIDIFICADOR 2 LTS 550 W 2 VEL,12,"R$ 195,00",,,,,,,71,pdf_tabela,"TABELA p.71 | trecho=""Item 17 - LIQUIDIFICADOR 2 LTS LIQUIDIFICADOR 2 LTS 550 W 2 VEL""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,18,LIQUIDIFICADOR 2 LTS INOX INDUSTRIAL LIQUIDIFICADOR 2 LTS INOX INDUSTRIAL,13,"R$ 599,61",,,,,,,71,pdf_tabela,"TABELA p.71 | trecho=""Item 18 - LIQUIDIFICADOR 2 LTS INOX INDUSTRIAL LIQUIDIFICADOR 2 LTS INOX INDUSTRIAL""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,9,00,"W), com ventilação interna para uso contínuo, ideal para preparos em grande volume. Lâminas em aço inoxidável de alta",16,"R$ 807,89",,,,,,,72,pdf_tabela,"TABELA p.72 | trecho=""Item 00 - W), com ventilação interna para uso contínuo, ideal para preparos em grande volume. Lâminas em aço inoxidável de alta""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,20,LIQUIDIFICADOR 6 LTS IND INOX INDUSTRIAL LIQUIDIFICADOR 6 LTS IND INOX INDUSTRIAL,15,"R$ 1.273,17",,,,,,,72,pdf_tabela,"TABELA p.72 | trecho=""Item 20 - LIQUIDIFICADOR 6 LTS IND INOX INDUSTRIAL LIQUIDIFICADOR 6 LTS IND INOX INDUSTRIAL""",0,
edital 6,edital 6.pdf,a4e39596802bcda737a14d93aff50b8dd399b2a963cf673445293192e500d3d5,161,,,,,,,,,,,,,,,,,,,,,1,21,LONGARINA 04 LONGARINA 04 LUGARES,18,"R$ 1.139,09",,,,,,,72,pdf_tabela,"TABELA p.72 | trecho=""Item 21 - LONGARINA 04 LONGARINA 04 LUGARES""",0,
